Text Collection,Classifier (NB/EM),# of Positive Labeled Documents,α,λ,# of iterations (m),Weight of Unlabeled Documents in EM,F1 Score,Standard Deviation,Negative Precision
CSTR,EM,10,0.99,0.8,2,0.3,0.5348,0.3197,0.8079
CSTR,EM,10,0.99,0.8,2,0.5,0.5634,0.3122,0.8079
CSTR,EM,10,0.99,0.8,2,0.7,0.5690,0.3076,0.8079
CSTR,EM,10,0.99,0.8,2,0.9,0.5806,0.3005,0.8079
CSTR,EM,10,0.99,0.8,3,0.1,0.4970,0.3516,0.8080
CSTR,EM,10,0.99,0.8,3,0.3,0.5415,0.3293,0.8080
CSTR,EM,10,0.99,0.8,3,0.5,0.5629,0.3223,0.8080
CSTR,EM,10,0.99,0.8,3,0.7,0.5735,0.3203,0.8080
CSTR,EM,10,0.99,0.8,3,0.9,0.5754,0.3098,0.8080
CSTR,EM,20,0.99,0.6,1,0.1,0.5730,0.3301,0.8351
CSTR,EM,20,0.99,0.6,1,0.3,0.6068,0.3053,0.8351
CSTR,EM,20,0.99,0.6,1,0.5,0.6244,0.2902,0.8351
CSTR,EM,20,0.99,0.6,1,0.7,0.6294,0.2839,0.8351
CSTR,EM,20,0.99,0.6,1,0.9,0.6347,0.2801,0.8351
CSTR,EM,20,0.99,0.6,2,0.1,0.5628,0.3355,0.8349
CSTR,EM,20,0.99,0.6,2,0.3,0.5970,0.3078,0.8349
CSTR,EM,20,0.99,0.6,2,0.5,0.6176,0.2911,0.8349
CSTR,EM,20,0.99,0.6,2,0.7,0.6279,0.2843,0.8349
CSTR,EM,20,0.99,0.6,2,0.9,0.6316,0.2816,0.8349
CSTR,EM,20,0.99,0.6,3,0.1,0.5623,0.3403,0.8350
CSTR,EM,20,0.99,0.6,3,0.3,0.5991,0.3107,0.8350
CSTR,EM,20,0.99,0.6,3,0.5,0.6206,0.2927,0.8350
CSTR,EM,20,0.99,0.6,3,0.7,0.6231,0.2888,0.8350
CSTR,EM,20,0.99,0.6,3,0.9,0.6254,0.2869,0.8350
CSTR,EM,20,0.99,0.7,1,0.1,0.5799,0.3258,0.8366
CSTR,EM,20,0.99,0.7,1,0.3,0.6129,0.3006,0.8366
CSTR,EM,20,0.99,0.7,1,0.5,0.6307,0.2872,0.8366
CSTR,EM,20,0.99,0.7,1,0.7,0.6404,0.2785,0.8366
CSTR,EM,20,0.99,0.7,1,0.9,0.6474,0.2745,0.8366
CSTR,EM,20,0.99,0.7,2,0.1,0.5687,0.3311,0.8356
CSTR,EM,20,0.99,0.7,2,0.3,0.6019,0.3074,0.8356
CSTR,EM,20,0.99,0.7,2,0.5,0.6188,0.2919,0.8356
CSTR,EM,20,0.99,0.7,2,0.7,0.6274,0.2847,0.8356
CSTR,EM,20,0.99,0.7,2,0.9,0.6318,0.2812,0.8356
CSTR,EM,20,0.99,0.7,3,0.1,0.5700,0.3352,0.8365
CSTR,EM,20,0.99,0.7,3,0.3,0.6039,0.3071,0.8365
CSTR,EM,20,0.99,0.7,3,0.5,0.6219,0.2933,0.8365
CSTR,EM,20,0.99,0.7,3,0.7,0.6284,0.2883,0.8365
CSTR,EM,20,0.99,0.7,3,0.9,0.6366,0.2836,0.8365
CSTR,EM,20,0.99,0.8,1,0.1,0.5786,0.3247,0.8368
CSTR,EM,20,0.99,0.8,1,0.3,0.6202,0.2964,0.8368
CSTR,EM,20,0.99,0.8,1,0.5,0.6393,0.2815,0.8368
CSTR,EM,20,0.99,0.8,1,0.7,0.6495,0.2734,0.8368
CSTR,EM,20,0.99,0.8,1,0.9,0.6522,0.2725,0.8368
CSTR,EM,20,0.99,0.8,2,0.1,0.5752,0.3312,0.8370
CSTR,EM,20,0.99,0.8,2,0.3,0.6087,0.3032,0.8370
CSTR,EM,20,0.99,0.8,2,0.5,0.6245,0.2908,0.8370
CSTR,EM,20,0.99,0.8,2,0.7,0.6322,0.2840,0.8370
CSTR,EM,20,0.99,0.8,2,0.9,0.6384,0.2799,0.8370
CSTR,EM,20,0.99,0.8,3,0.1,0.5764,0.3311,0.8371
CSTR,EM,20,0.99,0.8,3,0.3,0.6088,0.3050,0.8371
CSTR,EM,20,0.99,0.8,3,0.5,0.6291,0.2900,0.8371
CSTR,EM,20,0.99,0.8,3,0.7,0.6326,0.2879,0.8371
CSTR,EM,20,0.99,0.8,3,0.9,0.6360,0.2849,0.8371
CSTR,EM,30,0.99,0.6,1,0.1,0.5564,0.2560,0.8143
CSTR,EM,30,0.99,0.6,1,0.3,0.6047,0.2252,0.8143
CSTR,EM,30,0.99,0.6,1,0.5,0.6265,0.2142,0.8143
CSTR,EM,30,0.99,0.6,1,0.7,0.6366,0.2080,0.8143
CSTR,EM,30,0.99,0.6,1,0.9,0.6355,0.2068,0.8143
CSTR,EM,30,0.99,0.6,2,0.1,0.5543,0.2573,0.8133
CSTR,EM,30,0.99,0.6,2,0.3,0.6002,0.2263,0.8133
CSTR,EM,30,0.99,0.6,2,0.5,0.6231,0.2113,0.8133
CSTR,EM,30,0.99,0.6,2,0.7,0.6282,0.2059,0.8133
CSTR,EM,30,0.99,0.6,2,0.9,0.6298,0.2025,0.8133
CSTR,EM,30,0.99,0.6,3,0.1,0.5463,0.2623,0.8128
CSTR,EM,30,0.99,0.6,3,0.3,0.5922,0.2325,0.8128
CSTR,EM,30,0.99,0.6,3,0.5,0.6168,0.2185,0.8128
CSTR,EM,30,0.99,0.6,3,0.7,0.6237,0.2150,0.8128
CSTR,EM,30,0.99,0.6,3,0.9,0.6236,0.2125,0.8128
CSTR,EM,30,0.99,0.7,1,0.1,0.5601,0.2511,0.8164
CSTR,EM,30,0.99,0.7,1,0.3,0.6102,0.2173,0.8164
CSTR,EM,30,0.99,0.7,1,0.5,0.6329,0.2058,0.8164
CSTR,EM,30,0.99,0.7,1,0.7,0.6379,0.1988,0.8164
CSTR,EM,30,0.99,0.7,1,0.9,0.6411,0.1970,0.8164
CSTR,EM,30,0.99,0.7,2,0.1,0.5547,0.2570,0.8139
CSTR,EM,30,0.99,0.7,2,0.3,0.5999,0.2269,0.8139
CSTR,EM,30,0.99,0.7,2,0.5,0.6207,0.2164,0.8139
CSTR,EM,30,0.99,0.7,2,0.7,0.6272,0.2124,0.8139
CSTR,EM,30,0.99,0.7,2,0.9,0.6330,0.2092,0.8139
CSTR,EM,30,0.99,0.7,3,0.1,0.5574,0.2544,0.8140
CSTR,EM,30,0.99,0.7,3,0.3,0.6009,0.2274,0.8140
CSTR,EM,30,0.99,0.7,3,0.5,0.6162,0.2201,0.8140
CSTR,EM,30,0.99,0.7,3,0.7,0.6270,0.2120,0.8140
CSTR,EM,30,0.99,0.7,3,0.9,0.6290,0.2095,0.8140
CSTR,EM,30,0.99,0.8,1,0.1,0.5761,0.2434,0.8196
CSTR,EM,30,0.99,0.8,1,0.3,0.6198,0.2126,0.8196
CSTR,EM,30,0.99,0.8,1,0.5,0.6394,0.2034,0.8196
CSTR,EM,30,0.99,0.8,1,0.7,0.6431,0.1988,0.8196
CSTR,EM,30,0.99,0.8,1,0.9,0.6492,0.1930,0.8196
CSTR,EM,30,0.99,0.8,2,0.1,0.5668,0.2478,0.8161
CSTR,EM,30,0.99,0.8,2,0.3,0.6095,0.2203,0.8161
CSTR,EM,30,0.99,0.8,2,0.5,0.6216,0.2116,0.8161
CSTR,EM,30,0.99,0.8,2,0.7,0.6295,0.2064,0.8161
CSTR,EM,30,0.99,0.8,2,0.9,0.6385,0.1976,0.8161
CSTR,EM,30,0.99,0.8,3,0.1,0.5600,0.2502,0.8152
CSTR,EM,30,0.99,0.8,3,0.3,0.6081,0.2253,0.8152
CSTR,EM,30,0.99,0.8,3,0.5,0.6207,0.2118,0.8152
CSTR,EM,30,0.99,0.8,3,0.7,0.6290,0.2066,0.8152
CSTR,EM,30,0.99,0.8,3,0.9,0.6350,0.2013,0.8152
CSTR,NB,1,0.99,0.6,1,0.1,0.0550,0.0876,0.7545
CSTR,NB,1,0.99,0.6,2,0.1,0.0594,0.0968,0.7546
CSTR,NB,1,0.99,0.6,3,0.1,0.0503,0.0912,0.7541
CSTR,NB,1,0.99,0.7,1,0.1,0.0546,0.0873,0.7544
CSTR,NB,1,0.99,0.7,2,0.1,0.0583,0.0973,0.7546
CSTR,NB,1,0.99,0.7,3,0.1,0.0517,0.0950,0.7543
CSTR,NB,1,0.99,0.8,1,0.1,0.0593,0.0853,0.7544
CSTR,NB,1,0.99,0.8,2,0.1,0.0601,0.1001,0.7546
CSTR,NB,1,0.99,0.8,3,0.1,0.0604,0.1000,0.7548
CSTR,NB,5,0.99,0.6,1,0.1,0.2432,0.2211,0.7780
CSTR,NB,5,0.99,0.6,2,0.1,0.2781,0.2743,0.7825
CSTR,NB,5,0.99,0.6,3,0.1,0.2868,0.2792,0.7833
CSTR,NB,5,0.99,0.7,1,0.1,0.2342,0.2077,0.7770
CSTR,NB,5,0.99,0.7,2,0.1,0.2727,0.2688,0.7824
CSTR,NB,5,0.99,0.7,3,0.1,0.2909,0.2852,0.7839
CSTR,NB,5,0.99,0.8,1,0.1,0.2267,0.1885,0.7770
CSTR,NB,5,0.99,0.8,2,0.1,0.2735,0.2656,0.7821
CSTR,NB,5,0.99,0.8,3,0.1,0.2922,0.2833,0.7842
CSTR,NB,10,0.99,0.6,1,0.1,0.4316,0.3235,0.8043
CSTR,NB,10,0.99,0.6,2,0.1,0.4408,0.3381,0.8059
CSTR,NB,10,0.99,0.6,3,0.1,0.4495,0.3395,0.8069
CSTR,NB,10,0.99,0.7,1,0.1,0.4313,0.3175,0.8040
CSTR,NB,10,0.99,0.7,2,0.1,0.4509,0.3324,0.8074
CSTR,NB,10,0.99,0.7,3,0.1,0.4539,0.3372,0.8075
CSTR,NB,10,0.99,0.8,1,0.1,0.4245,0.3052,0.8038
CSTR,NB,10,0.99,0.8,2,0.1,0.4519,0.3273,0.8079
CSTR,NB,10,0.99,0.8,3,0.1,0.4600,0.3424,0.8080
CSTR,NB,20,0.99,0.6,1,0.1,0.5458,0.3398,0.8351
CSTR,NB,20,0.99,0.6,2,0.1,0.5406,0.3513,0.8349
CSTR,NB,20,0.99,0.6,3,0.1,0.5381,0.3549,0.8350
CSTR,NB,20,0.99,0.7,1,0.1,0.5545,0.3382,0.8366
CSTR,NB,20,0.99,0.7,2,0.1,0.5466,0.3400,0.8356
CSTR,NB,20,0.99,0.7,3,0.1,0.5496,0.3473,0.8365
CSTR,NB,20,0.99,0.8,1,0.1,0.5559,0.3319,0.8368
CSTR,NB,20,0.99,0.8,2,0.1,0.5543,0.3410,0.8370
CSTR,NB,20,0.99,0.8,3,0.1,0.5537,0.3399,0.8371
CSTR,NB,30,0.99,0.6,1,0.1,0.5202,0.2742,0.8143
CSTR,NB,30,0.99,0.6,2,0.1,0.5188,0.2777,0.8133
CSTR,NB,30,0.99,0.6,3,0.1,0.5127,0.2809,0.8128
CSTR,NB,30,0.99,0.7,1,0.1,0.5274,0.2642,0.8164
CSTR,NB,30,0.99,0.7,2,0.1,0.5219,0.2744,0.8139
CSTR,NB,30,0.99,0.7,3,0.1,0.5193,0.2768,0.8140
CSTR,NB,30,0.99,0.8,1,0.1,0.5457,0.2541,0.8196
CSTR,NB,30,0.99,0.8,2,0.1,0.5278,0.2694,0.8161
CSTR,NB,30,0.99,0.8,3,0.1,0.5247,0.2718,0.8152
oh0,EM,1,0.99,0.6,1,0.1,0.0321,0.0945,0.9013
oh0,EM,1,0.99,0.6,1,0.3,0.1295,0.2144,0.9013
oh0,EM,1,0.99,0.6,1,0.5,0.1612,0.2385,0.9013
oh0,EM,1,0.99,0.6,1,0.7,0.1616,0.2406,0.9013
oh0,EM,1,0.99,0.6,1,0.9,0.1622,0.2415,0.9013
oh0,EM,1,0.99,0.6,2,0.1,0.0516,0.1516,0.9016
oh0,EM,1,0.99,0.6,2,0.3,0.1646,0.2422,0.9016
oh0,EM,1,0.99,0.6,2,0.5,0.1681,0.2422,0.9016
oh0,EM,1,0.99,0.6,2,0.7,0.1656,0.2418,0.9016
oh0,EM,1,0.99,0.6,2,0.9,0.1660,0.2418,0.9016
oh0,EM,1,0.99,0.6,3,0.1,0.0704,0.1754,0.9021
oh0,EM,1,0.99,0.6,3,0.3,0.1650,0.2438,0.9021
oh0,EM,1,0.99,0.6,3,0.5,0.1680,0.2423,0.9021
oh0,EM,1,0.99,0.6,3,0.7,0.1674,0.2435,0.9021
oh0,EM,1,0.99,0.6,3,0.9,0.1679,0.2446,0.9021
oh0,EM,1,0.99,0.7,1,0.1,0.0253,0.0603,0.9013
oh0,EM,1,0.99,0.7,1,0.3,0.0876,0.1789,0.9013
oh0,EM,1,0.99,0.7,1,0.5,0.1442,0.2305,0.9013
oh0,EM,1,0.99,0.7,1,0.7,0.1596,0.2411,0.9013
oh0,EM,1,0.99,0.7,1,0.9,0.1617,0.2417,0.9013
oh0,EM,1,0.99,0.7,2,0.1,0.0504,0.1512,0.9017
oh0,EM,1,0.99,0.7,2,0.3,0.1628,0.2426,0.9017
oh0,EM,1,0.99,0.7,2,0.5,0.1674,0.2413,0.9017
oh0,EM,1,0.99,0.7,2,0.7,0.1674,0.2423,0.9017
oh0,EM,1,0.99,0.7,2,0.9,0.1671,0.2421,0.9017
oh0,EM,1,0.99,0.7,3,0.1,0.0764,0.1877,0.9020
oh0,EM,1,0.99,0.7,3,0.3,0.1657,0.2441,0.9020
oh0,EM,1,0.99,0.7,3,0.5,0.1680,0.2415,0.9020
oh0,EM,1,0.99,0.7,3,0.7,0.1679,0.2428,0.9020
oh0,EM,1,0.99,0.7,3,0.9,0.1672,0.2416,0.9020
oh0,EM,1,0.99,0.8,1,0.1,0.0237,0.0591,0.9013
oh0,EM,1,0.99,0.8,1,0.3,0.0774,0.1647,0.9013
oh0,EM,1,0.99,0.8,1,0.5,0.1511,0.2342,0.9013
oh0,EM,1,0.99,0.8,1,0.7,0.1619,0.2403,0.9013
oh0,EM,1,0.99,0.8,1,0.9,0.1671,0.2435,0.9013
oh0,EM,1,0.99,0.8,2,0.1,0.0855,0.2069,0.9021
oh0,EM,1,0.99,0.8,2,0.3,0.1615,0.2475,0.9021
oh0,EM,1,0.99,0.8,2,0.5,0.1623,0.2396,0.9021
oh0,EM,1,0.99,0.8,2,0.7,0.1620,0.2405,0.9021
oh0,EM,1,0.99,0.8,2,0.9,0.1619,0.2407,0.9021
oh0,EM,1,0.99,0.8,3,0.1,0.0810,0.1990,0.9020
oh0,EM,1,0.99,0.8,3,0.3,0.1648,0.2435,0.9020
oh0,EM,1,0.99,0.8,3,0.5,0.1673,0.2418,0.9020
oh0,EM,1,0.99,0.8,3,0.7,0.1673,0.2429,0.9020
oh0,EM,1,0.99,0.8,3,0.9,0.1665,0.2417,0.9020
oh0,EM,5,0.99,0.6,1,0.1,0.2427,0.2735,0.9125
oh0,EM,5,0.99,0.6,1,0.3,0.3669,0.2872,0.9125
oh0,EM,5,0.99,0.6,1,0.5,0.4033,0.2915,0.9125
oh0,EM,5,0.99,0.6,1,0.7,0.4150,0.2899,0.9125
oh0,EM,5,0.99,0.6,1,0.9,0.4249,0.2941,0.9125
oh0,EM,5,0.99,0.6,2,0.1,0.2965,0.3005,0.9152
oh0,EM,5,0.99,0.6,2,0.3,0.4057,0.2912,0.9152
oh0,EM,5,0.99,0.6,2,0.5,0.4073,0.2889,0.9152
oh0,EM,5,0.99,0.6,2,0.7,0.4323,0.2912,0.9152
oh0,EM,5,0.99,0.6,2,0.9,0.4403,0.2920,0.9152
oh0,EM,5,0.99,0.6,3,0.1,0.3078,0.3078,0.9168
oh0,EM,5,0.99,0.6,3,0.3,0.4207,0.2935,0.9168
oh0,EM,5,0.99,0.6,3,0.5,0.4206,0.2940,0.9168
oh0,EM,5,0.99,0.6,3,0.7,0.4253,0.2977,0.9168
oh0,EM,5,0.99,0.6,3,0.9,0.4425,0.3007,0.9168
oh0,EM,5,0.99,0.7,1,0.1,0.2355,0.2638,0.9124
oh0,EM,5,0.99,0.7,1,0.3,0.3708,0.2805,0.9124
oh0,EM,5,0.99,0.7,1,0.5,0.4084,0.2839,0.9124
oh0,EM,5,0.99,0.7,1,0.7,0.4142,0.2861,0.9124
oh0,EM,5,0.99,0.7,1,0.9,0.4259,0.2884,0.9124
oh0,EM,5,0.99,0.7,2,0.1,0.2931,0.3006,0.9162
oh0,EM,5,0.99,0.7,2,0.3,0.3981,0.2887,0.9162
oh0,EM,5,0.99,0.7,2,0.5,0.4190,0.2904,0.9162
oh0,EM,5,0.99,0.7,2,0.7,0.4388,0.2911,0.9162
oh0,EM,5,0.99,0.7,2,0.9,0.4493,0.2924,0.9162
oh0,EM,5,0.99,0.7,3,0.1,0.3129,0.3081,0.9180
oh0,EM,5,0.99,0.7,3,0.3,0.4001,0.2967,0.9180
oh0,EM,5,0.99,0.7,3,0.5,0.4157,0.2989,0.9180
oh0,EM,5,0.99,0.7,3,0.7,0.4142,0.2966,0.9180
oh0,EM,5,0.99,0.7,3,0.9,0.4251,0.3035,0.9180
oh0,EM,5,0.99,0.8,1,0.1,0.2316,0.2613,0.9123
oh0,EM,5,0.99,0.8,1,0.3,0.3531,0.2858,0.9123
oh0,EM,5,0.99,0.8,1,0.5,0.3791,0.2786,0.9123
oh0,EM,5,0.99,0.8,1,0.7,0.4027,0.2821,0.9123
oh0,EM,5,0.99,0.8,1,0.9,0.4071,0.2804,0.9123
oh0,EM,5,0.99,0.8,2,0.1,0.3023,0.3010,0.9172
oh0,EM,5,0.99,0.8,2,0.3,0.3963,0.2910,0.9172
oh0,EM,5,0.99,0.8,2,0.5,0.3994,0.2911,0.9172
oh0,EM,5,0.99,0.8,2,0.7,0.4147,0.2949,0.9172
oh0,EM,5,0.99,0.8,2,0.9,0.4109,0.2979,0.9172
oh0,EM,5,0.99,0.8,3,0.1,0.3184,0.3100,0.9196
oh0,EM,5,0.99,0.8,3,0.3,0.4025,0.2955,0.9196
oh0,EM,5,0.99,0.8,3,0.5,0.4204,0.2950,0.9196
oh0,EM,5,0.99,0.8,3,0.7,0.4281,0.2951,0.9196
oh0,EM,5,0.99,0.8,3,0.9,0.4374,0.3011,0.9196
oh0,EM,10,0.99,0.6,1,0.1,0.5011,0.2548,0.9313
oh0,EM,10,0.99,0.6,1,0.3,0.5794,0.2318,0.9313
oh0,EM,10,0.99,0.6,1,0.5,0.5727,0.2316,0.9313
oh0,EM,10,0.99,0.6,1,0.7,0.5683,0.2403,0.9313
oh0,EM,10,0.99,0.6,1,0.9,0.5779,0.2388,0.9313
oh0,EM,10,0.99,0.6,2,0.1,0.5375,0.2360,0.9353
oh0,EM,10,0.99,0.6,2,0.3,0.5858,0.2311,0.9353
oh0,EM,10,0.99,0.6,2,0.5,0.5718,0.2379,0.9353
oh0,EM,10,0.99,0.6,2,0.7,0.5662,0.2478,0.9353
oh0,EM,10,0.99,0.6,2,0.9,0.5730,0.2467,0.9353
oh0,EM,10,0.99,0.6,3,0.1,0.5556,0.2226,0.9365
oh0,EM,10,0.99,0.6,3,0.3,0.5813,0.2345,0.9365
oh0,EM,10,0.99,0.6,3,0.5,0.5725,0.2354,0.9365
oh0,EM,10,0.99,0.6,3,0.7,0.5664,0.2463,0.9365
oh0,EM,10,0.99,0.6,3,0.9,0.5715,0.2493,0.9365
oh0,EM,10,0.99,0.7,1,0.1,0.4952,0.2508,0.9322
oh0,EM,10,0.99,0.7,1,0.3,0.5754,0.2263,0.9322
oh0,EM,10,0.99,0.7,1,0.5,0.5709,0.2277,0.9322
oh0,EM,10,0.99,0.7,1,0.7,0.5633,0.2336,0.9322
oh0,EM,10,0.99,0.7,1,0.9,0.5735,0.2330,0.9322
oh0,EM,10,0.99,0.7,2,0.1,0.5340,0.2400,0.9366
oh0,EM,10,0.99,0.7,2,0.3,0.5909,0.2276,0.9366
oh0,EM,10,0.99,0.7,2,0.5,0.5770,0.2399,0.9366
oh0,EM,10,0.99,0.7,2,0.7,0.5730,0.2457,0.9366
oh0,EM,10,0.99,0.7,2,0.9,0.5773,0.2467,0.9366
oh0,EM,10,0.99,0.7,3,0.1,0.5526,0.2307,0.9385
oh0,EM,10,0.99,0.7,3,0.3,0.5929,0.2268,0.9385
oh0,EM,10,0.99,0.7,3,0.5,0.5775,0.2414,0.9385
oh0,EM,10,0.99,0.7,3,0.7,0.5715,0.2464,0.9385
oh0,EM,10,0.99,0.7,3,0.9,0.5670,0.2504,0.9385
oh0,EM,10,0.99,0.8,1,0.1,0.4917,0.2479,0.9324
oh0,EM,10,0.99,0.8,1,0.3,0.5664,0.2304,0.9324
oh0,EM,10,0.99,0.8,1,0.5,0.5679,0.2287,0.9324
oh0,EM,10,0.99,0.8,1,0.7,0.5698,0.2302,0.9324
oh0,EM,10,0.99,0.8,1,0.9,0.5741,0.2330,0.9324
oh0,EM,10,0.99,0.8,2,0.1,0.5306,0.2438,0.9377
oh0,EM,10,0.99,0.8,2,0.3,0.5904,0.2288,0.9377
oh0,EM,10,0.99,0.8,2,0.5,0.5739,0.2406,0.9377
oh0,EM,10,0.99,0.8,2,0.7,0.5706,0.2439,0.9377
oh0,EM,10,0.99,0.8,2,0.9,0.5703,0.2483,0.9377
oh0,EM,10,0.99,0.8,3,0.1,0.5487,0.2343,0.9395
oh0,EM,10,0.99,0.8,3,0.3,0.5904,0.2327,0.9395
oh0,EM,10,0.99,0.8,3,0.5,0.5817,0.2416,0.9395
oh0,EM,10,0.99,0.8,3,0.7,0.5708,0.2473,0.9395
oh0,EM,10,0.99,0.8,3,0.9,0.5699,0.2497,0.9395
oh0,EM,20,0.99,0.6,1,0.1,0.7002,0.1485,0.9619
oh0,EM,20,0.99,0.6,1,0.3,0.6260,0.2249,0.9619
oh0,EM,20,0.99,0.6,1,0.5,0.5820,0.2577,0.9619
oh0,EM,20,0.99,0.6,1,0.7,0.5631,0.2604,0.9619
oh0,EM,20,0.99,0.6,1,0.9,0.5555,0.2632,0.9619
oh0,EM,20,0.99,0.6,2,0.1,0.6963,0.1541,0.9618
oh0,EM,20,0.99,0.6,2,0.3,0.6165,0.2353,0.9618
oh0,EM,20,0.99,0.6,2,0.5,0.5821,0.2587,0.9618
oh0,EM,20,0.99,0.6,2,0.7,0.5590,0.2610,0.9618
oh0,EM,20,0.99,0.6,2,0.9,0.5598,0.2615,0.9618
oh0,EM,20,0.99,0.6,3,0.1,0.6976,0.1528,0.9615
oh0,EM,20,0.99,0.6,3,0.3,0.6192,0.2304,0.9615
oh0,EM,20,0.99,0.6,3,0.5,0.5834,0.2580,0.9615
oh0,EM,20,0.99,0.6,3,0.7,0.5606,0.2600,0.9615
oh0,EM,20,0.99,0.6,3,0.9,0.5617,0.2613,0.9615
oh0,EM,20,0.99,0.7,1,0.1,0.6935,0.1500,0.9630
oh0,EM,20,0.99,0.7,1,0.3,0.6236,0.2300,0.9630
oh0,EM,20,0.99,0.7,1,0.5,0.5857,0.2526,0.9630
oh0,EM,20,0.99,0.7,1,0.7,0.5762,0.2579,0.9630
oh0,EM,20,0.99,0.7,1,0.9,0.5620,0.2596,0.9630
oh0,EM,20,0.99,0.7,2,0.1,0.6946,0.1563,0.9644
oh0,EM,20,0.99,0.7,2,0.3,0.6138,0.2357,0.9644
oh0,EM,20,0.99,0.7,2,0.5,0.5829,0.2578,0.9644
oh0,EM,20,0.99,0.7,2,0.7,0.5669,0.2592,0.9644
oh0,EM,20,0.99,0.7,2,0.9,0.5612,0.2618,0.9644
oh0,EM,20,0.99,0.7,3,0.1,0.6971,0.1546,0.9640
oh0,EM,20,0.99,0.7,3,0.3,0.6178,0.2278,0.9640
oh0,EM,20,0.99,0.7,3,0.5,0.5824,0.2576,0.9640
oh0,EM,20,0.99,0.7,3,0.7,0.5658,0.2603,0.9640
oh0,EM,20,0.99,0.7,3,0.9,0.5608,0.2613,0.9640
oh0,EM,20,0.99,0.8,1,0.1,0.6862,0.1514,0.9641
oh0,EM,20,0.99,0.8,1,0.3,0.6292,0.2237,0.9641
oh0,EM,20,0.99,0.8,1,0.5,0.5829,0.2510,0.9641
oh0,EM,20,0.99,0.8,1,0.7,0.5759,0.2518,0.9641
oh0,EM,20,0.99,0.8,1,0.9,0.5610,0.2550,0.9641
oh0,EM,20,0.99,0.8,2,0.1,0.6924,0.1583,0.9669
oh0,EM,20,0.99,0.8,2,0.3,0.6212,0.2266,0.9669
oh0,EM,20,0.99,0.8,2,0.5,0.5841,0.2566,0.9669
oh0,EM,20,0.99,0.8,2,0.7,0.5747,0.2596,0.9669
oh0,EM,20,0.99,0.8,2,0.9,0.5571,0.2620,0.9669
oh0,EM,20,0.99,0.8,3,0.1,0.6898,0.1640,0.9661
oh0,EM,20,0.99,0.8,3,0.3,0.6089,0.2403,0.9661
oh0,EM,20,0.99,0.8,3,0.5,0.5875,0.2569,0.9661
oh0,EM,20,0.99,0.8,3,0.7,0.5699,0.2587,0.9661
oh0,EM,20,0.99,0.8,3,0.9,0.5596,0.2607,0.9661
oh0,EM,30,0.99,0.6,1,0.1,0.7043,0.1779,0.9766
oh0,EM,30,0.99,0.6,1,0.3,0.6080,0.2536,0.9766
oh0,EM,30,0.99,0.6,1,0.5,0.5591,0.2838,0.9766
oh0,EM,30,0.99,0.6,1,0.7,0.5536,0.2850,0.9766
oh0,EM,30,0.99,0.6,1,0.9,0.5415,0.2871,0.9766
oh0,EM,30,0.99,0.6,2,0.1,0.7008,0.1805,0.9761
oh0,EM,30,0.99,0.6,2,0.3,0.6097,0.2533,0.9761
oh0,EM,30,0.99,0.6,2,0.5,0.5601,0.2841,0.9761
oh0,EM,30,0.99,0.6,2,0.7,0.5436,0.2856,0.9761
oh0,EM,30,0.99,0.6,2,0.9,0.5320,0.2871,0.9761
oh0,EM,30,0.99,0.6,3,0.1,0.6996,0.1829,0.9760
oh0,EM,30,0.99,0.6,3,0.3,0.5977,0.2613,0.9760
oh0,EM,30,0.99,0.6,3,0.5,0.5541,0.2849,0.9760
oh0,EM,30,0.99,0.6,3,0.7,0.5439,0.2854,0.9760
oh0,EM,30,0.99,0.6,3,0.9,0.5370,0.2873,0.9760
oh0,EM,30,0.99,0.7,1,0.1,0.7013,0.1781,0.9779
oh0,EM,30,0.99,0.7,1,0.3,0.6326,0.2401,0.9779
oh0,EM,30,0.99,0.7,1,0.5,0.5683,0.2774,0.9779
oh0,EM,30,0.99,0.7,1,0.7,0.5579,0.2810,0.9779
oh0,EM,30,0.99,0.7,1,0.9,0.5477,0.2826,0.9779
oh0,EM,30,0.99,0.7,2,0.1,0.6956,0.1867,0.9779
oh0,EM,30,0.99,0.7,2,0.3,0.6062,0.2568,0.9779
oh0,EM,30,0.99,0.7,2,0.5,0.5605,0.2837,0.9779
oh0,EM,30,0.99,0.7,2,0.7,0.5505,0.2861,0.9779
oh0,EM,30,0.99,0.7,2,0.9,0.5473,0.2858,0.9779
oh0,EM,30,0.99,0.7,3,0.1,0.6985,0.1852,0.9772
oh0,EM,30,0.99,0.7,3,0.3,0.6031,0.2618,0.9772
oh0,EM,30,0.99,0.7,3,0.5,0.5552,0.2850,0.9772
oh0,EM,30,0.99,0.7,3,0.7,0.5450,0.2862,0.9772
oh0,EM,30,0.99,0.7,3,0.9,0.5382,0.2876,0.9772
oh0,EM,30,0.99,0.8,1,0.1,0.6918,0.1787,0.9792
oh0,EM,30,0.99,0.8,1,0.3,0.6156,0.2532,0.9792
oh0,EM,30,0.99,0.8,1,0.5,0.5658,0.2765,0.9792
oh0,EM,30,0.99,0.8,1,0.7,0.5516,0.2800,0.9792
oh0,EM,30,0.99,0.8,1,0.9,0.5409,0.2815,0.9792
oh0,EM,30,0.99,0.8,2,0.1,0.6978,0.1863,0.9796
oh0,EM,30,0.99,0.8,2,0.3,0.6066,0.2558,0.9796
oh0,EM,30,0.99,0.8,2,0.5,0.5594,0.2838,0.9796
